sentence,type
sure 10-24-40sUser21.........aint no such a thang as a good lookin man lol,Statement
hi 10-24-40sUser27,Greet
JOIN,System
lmao ,Emotion
well....cepn fir me of course ;),Statement
ty  10-24-40sUser35 ,Statement
hi 10-24-40sUser36,Greet
"well i would disagree with that ..but hey, your entitled lol ",Statement
lookin good fella?,ynQuestion
howdy 10-24-40sUser36,Greet
hi 10-24-40sUser36,Greet
Hi 10-24-40sUser36,Greet
yw ,Statement
me ??,ynQuestion
AFK,Bye
let's ask george clooney,Statement
well maybe lmao ,Statement
ouch ,Statement
of course gomer,Statement
george clooney ohhhhhhhhhhhhhhhh,Statement
shore is lots a purty wimmins tho lol,Statement
yes dear ,Accept
JOIN,System
haha,Emotion
have u seen Mary ,ynQuestion
hii 10-24-40sUser37,Greet
hiya 10-24-40sUser37,Greet
PART,System
hi 10-24-40sUser37,Greet
JOIN,System
"wb 10-24-40sUser37 ,,",Greet
mary? ,whQuestion
hi 10-24-40sUser19,Greet
hi 10-24-40sUser37,Greet
hiya 10-24-40sUser37,Greet
hi 10-24-40sUser37,Greet
hi 10-24-40sUser37,Greet
hi 10-24-40sUser13,Greet
:) hi 10-24-40sUser6,Greet
10-24-40sUser12?,ynQuestion
hiya 10-24-40sUser37!,Greet
.ACTION  blinks .,System
the other female that was there beside 10-24-40sUser172 and kissy ,Statement
hiya 10-24-40sUser33,Greet
howdy 10-24-40sUser37,Greet
lol,Emotion
ty 10-24-40sUser24,Statement
2,Other
welcome ,Greet
yes 10-24-40sUser19 ,yAnswer
JOIN,System
oh okies nawp aint seen her lol,Emotion
hi 10-24-40sUser34,Greet
oops,Statement
howdy 10-24-40sUser38,Greet
nothing only cheking,Statement
da gal in da green shirt mary???,ynQuestion
hey 10-24-40sUser16,Greet
hehehehe,Emotion
lmao,Emotion
hahahaha more like 7 ,Statement
PART,System
if u see her get her addy and fwd dem pics plz,Statement
hiya 10-24-40sUser34 didn't see ya...hugggs,Greet
sho will ,Statement
hi 10-24-40sUser35,Greet
((((((((((((((((((((10-24-40sUser34_))))))))))))))))))))))))))))))),Emotion
hey 10-24-40sUser27,Greet
"The sun is shining across long lake and I have come to be with you ,,",Statement
ol green gal been askin bout yas 10-24-40sUser12 hahaha,Statement
hi 10-24-40sUser6 huggss ,Greet
hi 10-24-40sUser12 hugss,Greet
hi 10-24-40sUser14,Greet
hi 10-24-40sUser10,Greet
10-24-40sUser24 are you romantic today?,ynQuestion
JOIN,System
10-24-40sUser6 ... 10-24-40sUser37 is hurting today if you know what I mean ,Statement
.ACTION shups an watches.....kinda.,System
JOIN,System
isn't everyone romantic everyday?,ynQuestion
.ACTION looks at the guest lists and realises there must be a back room in here.,System
howdy 10-24-40sUser39,Greet
<---------- waves bye to the room ((((((((( ROOM )))))))))))) ,Bye
hi 10-24-40sUser40 ,Greet
hi 10-24-40sUser16,Greet
"yep 10-24-40sUser19 ,,sigh sigh lol ",Accept
hi 10-24-40sUser39 and 10-24-40sUser40,Greet
JOIN,System
im so sweet LOL,Statement
.ACTION checks sumpin.,System
bye 10-24-40sUser26,Bye
bye 10-24-40sUser26,Bye
10-24-40sUser41 ,Statement
byeeeeeeee bye,Bye
hi 10-24-40sUser40,Greet
bye 10-24-40sUser10,Bye
tc 10-24-40sUser26 ,Bye
lmao 10-24-40sUser34.....good!!!!...shhhh don't tell him I said that lol,Emphasis
tc 10-24-40sUser26,Bye
hi 10-24-40sUser19,Greet
bye 10-24-40sUser33,Bye
hi 10-24-40sUser41,Greet
ello,Greet
bye 10-24-40sUser26,Bye
i think everyone is in the backroom 10-24-40sUser33,Statement
bye 10-24-40sUser21,Bye
wb 10-24-40sUser41,Greet
hi 10-24-40sUser41,Greet
bye 10-24-40sUser14,Bye
I'm not in the back room!,Reject
hey 10-24-40sUser39 hugs,Greet
that is good 10-24-40sUser24,Accept
ty,Statement
grrrrrrrr...phone.....,Statement
lol 10-24-40sUser6,Emotion
10-24-40sUser1 I thought u were,Statement
heyy 10-24-40sUser37  hiya ,Greet
bye 10-24-40sUser13,Bye
bye 10-24-40sUser28,Bye
hii 10-24-40sUser41,Greet
((((((((((((((((((((((((((10-24-40sUser39))))))))))))))))))))),Emotion
bye 10-24-40sUser26,Bye
".ACTION caint find a back room, or attic.....or nuttin lmao.",System
secret room,Statement
Hi 10-24-40sUser37,Greet
<is right here,Statement
hugsssssssss,Emotion
byeee 10-24-40sUser26 hugs,Bye
hi 10-24-40sUser34,Greet
"Everytime I try to tell you ,,,seems the words slip my mind and I fall deeper and deeper ,,,",Statement
hi 10-24-40sUser12,Greet
pssst 10-24-40sUser16 open your eyes and you might ,Statement
hello10-24-40sUser20,Emotion
PART,System
alzheimers?,ynQuestion
10-24-40sUser34...how is 10-24-40sUser37?,whQuestion
hi 10-24-40sUser28,Greet
Hi 10-24-40sUser41,Greet
who has alzheimers?,whQuestion
lmao 10-24-40sUser6....was waitin fir ya to lead me lol,Statement
10-24-40sUser24,Statement
10-24-40sUser16 mite could,Statement
i don't recall - lmao,Statement
busy busy busy ... out in the woods today,Statement
hahaha,Emotion
lol lol ,Emotion
"lol, 10-24-40sUser33",Emotion
"10-24-40sUser41 ,,,,",Statement
JOIN,System
ello,Greet
hi 10-24-40sUser42,Greet
wb 10-24-40sUser42,Greet
hiya 10-24-40sUser42,Greet
he might not neither 10-24-40sUser35 lol,Statement
what's he doing in the woods 10-24-40sUser34 ?,whQuestion
wb 10-24-40sUser42,Greet
hi 10-24-40sUser42,Greet
"out in the woods, i hear dueling banjoes lol",Emotion
wb 10-24-40sUser42 if you're really back lol ,Greet
JOIN,System
lmao 10-24-40sUser16,Emotion
"pleased to meet you, hope you guess my name",Statement
howdy 10-24-40sUser43,Greet
ty everyone,Statement
deliverance,Statement
hi,Greet
10-24-40sUser37 is prolly out there crying cause the Tigers lost lastnight lol,Statement
hi 10-24-40sUser43,Greet
sympathy,Statement
cutting  wood to build his new outhouse lol ,Statement
hi,Greet
10-24-40sUser21 may i pm yu,ynQuestion
lol 10-24-40sUser41,Emotion
hi 10-24-40sUser43,Greet
lol,Emotion
lmao ,Emotion
"10-24-40sUser24, 10-24-40sUser41 don't like to be romantic because the other day was romantic and at the end he knew was romantic with a man",Statement
say no,Statement
lol 10-24-40sUser34,Emotion
lol,Emotion
go Cardinals!!,Statement
yay,Emotion
"good lord 10-24-40sUser42, how long have you known me ? lol ",whQuestion
of course you can ,yAnswer
you got it 10-24-40sUser35,Accept
really 10-24-40sUser19? hahahahaaa ,ynQuestion
lol 10-24-40sUser6 he said this morning he is going to stay away till this painful  experience is over ,Statement
10-24-40sUser35 even gezzz,Clarify
yep 10-24-40sUser33,yAnswer
lol,Emotion
lol 10-24-40sUser6,Emotion
did 10-24-40sUser19 just call me gay?,ynQuestion
lmao 10-24-40sUser41,Emotion
10-24-40sUser19 hahhahahaha,Emotion
noooooooooo 10-24-40sUser41,nAnswer
who is gay?,whQuestion
eeeek,Emotion
gay as in happy 10-24-40sUser41 lol lol ,Statement
actually she called u a gay cat 10-24-40sUser41,Statement
lmao 10-24-40sUser34....tell him they are gonna lose again ,Statement
"was a mistake, that's all",Statement
PART,System
"<---not gay, not even happy today",Statement
he is hoping they win tonight ,Statement
im gay.......im happy as hell......jus aint #### lol,Statement
"10-24-40sUser42, make it quick though, i have to go pick robbie up in about five minutes ",Statement
lol 10-24-40sUser16,Emotion
a gay p  u s s y yikes ,Statement
Cards gonna win....,Statement
lol,Emotion
u bet 10-24-40sUser6,Statement
"omg, that is just wrong",Statement
lmao ,Emotion
lol,Emotion
omg,Emotion
.ACTION dont thank them weird folks orta git the good names like gay.,System
JOIN,System
howdy 10-24-40sUser44,Greet
I figured I will cheer for whoever wins .. its a win win situation for me,Statement
wb 10-24-40sUser44,Greet
hiya 10-24-40sUser44,Greet
pours 10-24-40sUser44 some coffee,Statement
hi 10-24-40sUser44,Greet
hi 10-24-40sUser44,Greet
sell  your   soul,Statement
hi 10-24-40sUser44,Greet
hiiii my favorite 10-24-40sUser25 (10-24-40sUser44),Greet
hi 10-24-40sUser44!,Greet
brb,Bye
"tried 10-24-40sUser41, no one will buy it",Statement
lol hi everyone,Greet
has to go for my homeboys 10-24-40sUser34 lol,Emotion
10-24-40sUser13 try ebay,Statement
always so nice to coem in,Statement
ol albert pujols iz a hottie like 10-24-40sUser12 ,Statement
or come,Clarify
haha,Emotion
"did, no takers",Statement
damn,Emotion
knows what everyone gets 10-24-40sUser44 for x-mas,Statement
lol well they were only adoted homeboys for me 10-24-40sUser6 only lived near st louis for 5 years .... ,Statement
.ACTION goes to find an empty pot .... and where is my cup again .,System
adopted,Clarify
i'll giva ya 1.98,Statement
JOIN,System
"why didnt ya say so 10-24-40sUser27, here ya go",whQuestion
cups in da alley 10-24-40sUser27,Statement
hi,Greet
hi 10-24-40sUser45,Greet
hi 10-24-40sUser45,Greet
hi 10-24-40sUser45,Greet
Hi 10-24-40sUser45,Greet
hi 10-24-40sUser45,Greet
JOIN,System
lived in st louis for a year....but Mo all my life until this last year,Statement
best offer in a while,Statement
hi 10-24-40sUser45,Greet
howdy 10-24-40sUser46,Greet
hi 10-24-40sUser46 ,Greet
hi 10-24-40sUser46,Greet
hi 10-24-40sUser46,Greet
hiya 10-24-40sUser45,Greet
hiya 10-24-40sUser46,Greet
"gotta go pick up hubby, bbs ",Bye
"no profile no pm, thats my rule",Statement
does that make you a redneck?,ynQuestion
tc 10-24-40sUser21,Bye
PART,System
good rule,Statement
JOIN,System
gonna fly here . hugss all ,Bye
Hi Everyone !!!   How is everyone today !!!!,Greet
hi 10-24-40sUser46,Greet
what if its Tim mcgraw 10-24-40sUser13??,whQuestion
"who is albert pujols , 10-24-40sUser35",whQuestion
10-24-40sUser41 you calling me a redneck?,ynQuestion
.ACTION goes to the corner an plays wif himself......er....by himself.,System
hi 10-24-40sUser46,Greet
PART,System
howdy 10-24-40sUser47,Greet
hi 10-24-40sUser47,Greet
(((10-24-40sUser34)))),Emotion
hi 10-24-40sUser46,Greet
"no,, i was errrrr askin",nAnswer
who is a redneck?,whQuestion
hi 10-24-40sUser16,Greet
ball player fer da st louis cardinals ,Statement
lol 10-24-40sUser41,Emotion
hi 10-24-40sUser19,Greet
"no topless pic, no pm",Statement
i see,Statement
<<<<redneck country hick,Statement
brb,Bye
redneck city hick ,Statement
PART,System
"oh good, 10-24-40sUser41, I don;t hafta worry about you then",Statement
looks like we got the bases covered 10-24-40sUser12 lol,Statement
gets called a hick everyday by a special person...so its ok lol,Statement
oh?,ynQuestion
queen of da doublewide redneck,Statement
.ACTION comes back from the ally with 1/2 drunk bottle of cheep wine.,System
.ACTION:. swats 10-24-40sUser27's big toe with a razor sharp mouse pad!,System
JOIN,System
you know you're a redneck when....,Statement
howdy 10-24-40sUser48,Greet
hi 10-24-40sUser48,Greet
hi 10-24-40sUser48,Greet
JOIN,System
"eeewww 10-24-40sUser27, you got smacked",Statement
PART,System
10-24-40sUser49,Statement
ya find a truck in the yard when ya mowin?,ynQuestion
JOIN,System
:10-24-40sUser50!10-24-40sUser50@10-24-40sUser50 MODE #40sPlus +o 10-24-40sUser50,System
hi all,Greet
hi 10-24-40sUser48 and 10-24-40sUser49,Greet
wb 10-24-40sUser50,Greet
hi 10-24-40sUser48,Greet
hi 10-24-40sUser48,Greet
Hi 10-24-40sUser49,Greet
10-24-40sUser50 hiii,Greet
thanks 10-24-40sUser16,Statement
10-24-40sUser50,Statement
yw,Statement
lol do know how er why lol,ynQuestion
hi 10-24-40sUser50,Greet
<<<<<<<<<<<<<< bar fighter lol,Statement
hi 10-24-40sUser19:-),Greet
wb 10-24-40sUser50,Greet
hey 10-24-40sUser50,Greet
hi 10-24-40sUser14,Greet
Hi 10-24-40sUser50,Greet
thanks 10-24-40sUser6,Statement
hahah 10-24-40sUser12 ..true story,Statement
you are 10-24-40sUser12??,ynQuestion
hi 10-24-40sUser35,Greet
ask 10-24-40sUser35 ,Statement
hi 10-24-40sUser20,Greet
.ACTION just thinks his # was up.,System
:) hi 10-24-40sUser50,Greet
 ;-) ,Emotion
who is 10-24-40sUser12?,whQuestion
hi 10-24-40sUser49...?,Greet
hi 10-24-40sUser33:-),Greet
you got in on that fight here in kansas?,ynQuestion
is 10-24-40sUser12 ,Statement
not me,Statement
sho enuff iz,Statement
sure did ,yAnswer
"lol, god so confused",Emotion
who is Judy,whQuestion
!deop,System
biggest bar fight I ever did see,Statement
:10-24-40sUser0!10-24-40sUser0@10-24-40sUser0 MODE #40sPlus -o 10-24-40sUser50,System
JOIN,System
lol 10-24-40sUser41,Emotion
hi 10-24-40sUser51,Greet
howdy 10-24-40sUser51,Greet
hi 10-24-40sUser51,Greet
hii 10-24-40sUser51,Greet
cleared the bar lol,Statement
hi 10-24-40sUser51,Greet
hi 10-24-40sUser50 one,Greet
hi everyone,Greet
lmao,Emotion
hiya 10-24-40sUser41,Greet
tries to stay out of barfights lol,Statement
hi 10-24-40sUser51,Greet
Hi 10-24-40sUser51,Greet
it came to me ,Statement
dang it.......yall quit movin so much.......ima tryin ta perv here,Statement
had to call national guard in,Statement
lol ,Emotion
PART,System
lol,Emotion
sheesh,Emotion
"not that bad , 10-24-40sUser35 ",ynQuestion
didn't they have a good bouncer???,ynQuestion
lol 10-24-40sUser16,Emotion
"10-24-40sUser16, who you sheesin?",whQuestion
close but no not dat bad,nAnswer
;) 10-24-40sUser19,Emotion
PART,System
bbl cyas yall,Bye
PART,System
JOIN,System
took care of the bouncers ,Statement
me prolly 10-24-40sUser13.....dont git in much trouble that way lol,Statement
lol,Emotion
they n ever seen it com ing ,Greet
"ok, didnt know you were pervin, will pay attention 10-24-40sUser16",Statement
hi 10-24-40sUser52,Greet
10-24-40sUser52 - hey grrl,Greet
wb 10-24-40sUser52,Greet
PART,System
hii 10-24-40sUser52,Greet
lmao 10-24-40sUser13,Emotion
heya 10-24-40sUser14!,Emotion
10-24-40sUser52,Statement
(((((((((((((((10-24-40sUser52))))))))))))))))))),Emotion
10-24-40sUser33 heyyyyy!,Greet
wb 10-24-40sUser52,Greet
who's pervin and who they pervin?,whQuestion
thanks 10-24-40sUser3!,Statement
Hi 10-24-40sUser52,Greet
hi 10-24-40sUser52,Greet
never pervs...,Statement
is sorta lost,Statement
hello 10-24-40sUser19!,Greet
i is......an you 10-24-40sUser50....of course,Statement
cough cough 10-24-40sUser6 ,Statement
a perv? where? when? the name,whQuestion
ME??,ynQuestion
shup 10-24-40sUser12,Statement
thanks 10-24-40sUser6!,Statement
lol,Emotion
why shore,yAnswer
can't keep up to perv,Statement
lol 10-24-40sUser19,Emotion
heya 10-24-40sUser20!,Greet
for say hello,Statement
did I fall asleep or something?,ynQuestion
JOIN,System
PART,System
JOIN,System
I mean,Statement
"wishes 10-24-40sUser16 would perv in the main room, cause I cant read it and a pm tooo",Statement
lol,Emotion
wb 10-24-40sUser53,Greet
heya 10-24-40sUser50:),Greet
wb 10-24-40sUser53,Greet
i was gonna pm me tho.......an the nic kep a jumpin around,Statement
welcome back 10-24-40sUser53,Greet
look what the cat dragged in,Statement
ty 10-24-40sUser6,Statement
hi 10-24-40sUser54,Greet
wb 10-24-40sUser53,Greet
lmao 10-24-40sUser13,Emotion
yw,Statement
ty 10-24-40sUser20,Statement
hi 10-24-40sUser53  >:-> ,Greet
wb 10-24-40sUser53,Greet
hi everyone,Greet
ty 10-24-40sUser50 one,Statement
can you hear me now?,ynQuestion
hi 10-24-40sUser54,Greet
 :-) ,Emotion
hiya 10-24-40sUser33,Greet
10-24-40sUser53?,ynQuestion
yw,Statement
hehehehe 10-24-40sUser3,Emotion
ty 10-24-40sUser16,Statement
10-24-40sUser41,Statement
:),Emotion
10-24-40sUser16?,whQuestion
:) 10-24-40sUser19,Emotion
lol,Emotion
hiya 10-24-40sUser52,Greet
JOIN,System
wtf is a 10-24-40sUser16 ??,whQuestion
will you take over the room pervin fir a minute so's i can try ta git in trouble fir pm'n?,ynQuestion
"ok, 10-24-40sUser16, Im ready, goooooo",Statement
"can you hear me now""?",ynQuestion
wb 10-24-40sUser37,Greet
heya 10-24-40sUser53 1,Greet
lmao 10-24-40sUser13.......ya shore?,ynQuestion
ok Im home sick so I baked cookies..........anyone want a choc/chip/butterscotch chip oatmeal cookie?,ynQuestion
"ohh poorrr 10-24-40sUser41, nobody pay attention to him",Statement
wb 10-24-40sUser37 :-),Greet
wb 10-24-40sUser37,Greet
lol,Emotion
"lol, yup",yAnswer
go,Statement
PART,System
"sure, put your crap on my shoulders to bear...or bare as the case may be",Statement
hi 10-24-40sUser28,Greet
mmmm oatmel here!!,Emphasis
hi 10-24-40sUser41,Greet
hi 10-24-40sUser44,Greet
 :-) ,Emotion
PART,System
nooooo they are all mixed together,Reject
"10-24-40sUser53, wher you been?",whQuestion
you jus hopin fir bare handy.......but i aint that lucky lol,Statement
and I made peanut butter ones too,Statement
good lord 10-24-40sUser50 - did ya thrown in some coconuts and a bag of jujubees too?,ynQuestion
"awww, 10-24-40sUser41 dont be mad?",Statement
PART,System
yummy,Statement
doing 10-24-40sUser16 from another room 10-24-40sUser13,Statement
still here 10-24-40sUser50,Statement
JOIN,System
hahahhahah nope not this time 10-24-40sUser33,nAnswer
grrrrrrrrrrrrrrrrr,Emotion
"waiting for 10-24-40sUser16 to start, tapping her foot",Statement
hahah 10-24-40sUser37 hold on to something lol,Statement
.ACTION looks at 10-24-40sUser13.,System
hands 10-24-40sUser3 a cookie,Statement
PART,System
PART,System
shivers,Statement
"10-24-40sUser52, where ya been all my life for the last hour?",whQuestion
whoo hooooo,Emotion
why is 10-24-40sUser37 grrrrrring?,whQuestion
ya dint send me that nakie pic yet 10-24-40sUser13 lol,Statement
t'anks tableof10-24-40sUser50,Statement
you need naked?,ynQuestion
hiya 10-24-40sUser53,Greet
 :-) ,Emotion
man,Statement
"10-24-40sUser37, one hour ago I said Hello to you",Statement
nap time cya,Bye
damn puter,Statement
i think he bounced,Statement
well..........i like it lmao,Statement
hey there 10-24-40sUser28,Greet
lol,Emotion
yikesssss,Emotion
PART,System
kicks 10-24-40sUser37s computer,Statement
10-24-40sUser28! nice to see u at a decent hour,Statement
